VFB_ID	external_IDs	cell_types
VFB_001011ft	['8184598']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011h6	['11257084']	['larval mushroom body-lateral horn convergence neuron', 'neuron']
VFB_001011fu	['8310087']	['larval mushroom body-lateral horn convergence neuron', 'neuron']
VFB_001011h7	['11409587']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011fv	['8318813']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011h8	['11464638']	['neuron', 'larval mushroom body-lateral horn convergence neuron']
VFB_001011fw	['8357933']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011h9	['11465297']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011ga	['9061235']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011gb	['9116228']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011gc	['9212816']	['larval mushroom body-lateral horn convergence neuron', 'neuron']
VFB_001011gd	['9236708']	['larval mushroom body-lateral horn convergence neuron', 'neuron']
VFB_001011gi	['9447255']	['larval lateral horn neuron', 'neuron', 'larval mushroom body second order output neuron']
VFB_001011gj	['9641919']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011gk	['9709983']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011gl	['9753530']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011ge	['9294475']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011gf	['9409359']	['larval mushroom body-lateral horn convergence neuron', 'neuron']
VFB_001011gg	['9424902']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011gh	['9428865']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011gq	['10322164']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011i3	['13764822']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011gr	['10339991']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011i4	['13806524']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011gs	['10411574']	['neuron', 'larval mushroom body-lateral horn convergence neuron']
VFB_001011i5	['13836327']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011gt	['10495502']	['larval lateral horn neuron', 'neuron', 'larval mushroom body second order output neuron']
VFB_001011i6	['13858797']	['larval mushroom body-lateral horn convergence neuron', 'neuron']
VFB_001011gm	['9870483']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011gn	['9965610']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011i0	['13665529']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011go	['10017944']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011i1	['13674287']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011gp	['10262043']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011i2	['13718916']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011gy	['10875178']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011gz	['10875625']	['larval mushroom body-lateral horn convergence neuron', 'neuron']
VFB_001011gu	['10543751']	['larval mushroom body-lateral horn convergence neuron', 'neuron']
VFB_001011i7	['13953356']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011gv	['10581624']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011i8	['13953546']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011gw	['10702736']	['larval mushroom body-lateral horn convergence neuron', 'neuron']
VFB_001011i9	['13986477']	['neuron', 'larval lateral horn neuron']
VFB_001011gx	['10758204']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011hb	['11600886']	['neuron', 'larval mushroom body-lateral horn convergence neuron']
VFB_001011hc	['11642944']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011hd	['11703922']	['neuron', 'larval mushroom body-lateral horn convergence neuron']
VFB_001011he	['11826171']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011ha	['11468088']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011hj	['12476851']	['neuron', 'larval mushroom body-lateral horn convergence neuron']
VFB_001011hk	['12498338']	['neuron', 'larval mushroom body-lateral horn convergence neuron']
VFB_001011hl	['12587013']	['larval mushroom body-lateral horn convergence neuron', 'neuron']
VFB_001011hm	['12598741']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011hf	['11841664']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011hg	['11908619']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011hh	['12138418']	['larval mushroom body-lateral horn convergence neuron', 'neuron']
VFB_001011hi	['12299621']	['neuron', 'larval mushroom body-lateral horn convergence neuron']
VFB_001011hr	['12868041']	['larval mushroom body-lateral horn convergence neuron', 'neuron']
VFB_001011j4	['15706875']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011hs	['12869029']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011j5	['15736398']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011ht	['12935696']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011j6	['15924717']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011hu	['12962772']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011j7	['15974183']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011hn	['12789813']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011j0	['15612283']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011ho	['12839441']	['neuron', 'larval mushroom body-lateral horn convergence neuron']
VFB_001011j1	['15618614']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011hp	['12840470']	['larval mushroom body second order output neuron', 'neuron', 'larval lateral horn neuron']
VFB_001011j2	['15662776']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011hq	['12866697']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011j3	['15673454']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011f8	['5783868']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011f9	['5856647']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011f4	['5453333']	['neuron', 'larval mushroom body-lateral horn convergence neuron']
VFB_001011f5	['5474852']	['neuron', 'larval mushroom body-lateral horn convergence neuron']
VFB_001011f6	['5669107']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011f7	['5771934']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011ea	['3855754']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011eb	['3913620']	['larval mushroom body-lateral horn convergence neuron', 'neuron']
VFB_001011eg	['4227831']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011eh	['4227880']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011ei	['4228105']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011ej	['4228119']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011ec	['3913629']	['larval mushroom body-lateral horn convergence neuron', 'neuron']
VFB_001011ed	['4067286']	['neuron', 'larval mushroom body-lateral horn convergence neuron']
VFB_001011ee	['4188325']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011ef	['4214582']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011eo	['4391317']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011g1	['8711574']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011ep	['4408362']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011g2	['8847957']	['neuron', 'larval mushroom body second order output neuron', 'larval lateral horn neuron']
VFB_001011eq	['4408369']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011g3	['8912726']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011er	['4409374']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011g4	['8974428']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011ek	['4234559']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011el	['4274518']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011em	['4311586']	['neuron', 'larval mushroom body-lateral horn convergence neuron']
VFB_001011en	['4346154']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011g0	['8565131']	['larval mushroom body-lateral horn convergence neuron', 'neuron']
VFB_001011ew	['4665186']	['larval mushroom body-lateral horn convergence neuron', 'neuron']
VFB_001011g9	['9057998']	['larval mushroom body second-order output neuron 86', 'neuron']
VFB_001011ex	['4721087']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011ey	['4721538']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011ez	['4849988']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011es	['4411542']	['larval mushroom body-lateral horn convergence neuron', 'neuron']
VFB_001011g5	['8993049']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011et	['4433960']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011g6	['9006142']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011eu	['4515496']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011g7	['9015568']	['neuron', 'larval mushroom body-lateral horn convergence neuron']
VFB_001011ev	['4575178']	['neuron', 'larval mushroom body-lateral horn convergence neuron']
VFB_001011g8	['9051960']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011fa	['5874480']	['larval mushroom body-lateral horn convergence neuron', 'neuron']
VFB_001011fb	['6153877']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011fc	['6193472']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011fh	['7053966']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011fi	['7056904']	['neuron', 'larval mushroom body-lateral horn convergence neuron']
VFB_001011fj	['7065182']	['neuron', 'larval mushroom body-lateral horn convergence neuron']
VFB_001011fk	['7612147']	['neuron', 'larval mushroom body-lateral horn convergence neuron']
VFB_001011fd	['6298455']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011fe	['6494274']	['neuron', 'larval lateral horn neuron']
VFB_001011ff	['6609380']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011fg	['6611100']	['neuron', 'larval mushroom body-lateral horn convergence neuron']
VFB_001011fp	['8069365']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011h2	['10964258']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011fq	['8069432']	['larval mushroom body-lateral horn convergence neuron', 'neuron']
VFB_001011h3	['11004239']	['larval mushroom body-lateral horn convergence neuron', 'neuron']
VFB_001011fr	['8069478']	['neuron', 'larval mushroom body-lateral horn convergence neuron']
VFB_001011h4	['11137808']	['neuron', 'larval mushroom body-lateral horn convergence neuron']
VFB_001011fs	['8132513']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011h5	['11178891']	['neuron', 'larval mushroom body-lateral horn convergence neuron']
VFB_001011fl	['7700444']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011fm	['7980189']	['neuron', 'larval mushroom body-lateral horn convergence neuron']
VFB_001011fn	['8034919']	['neuron', 'larval mushroom body-lateral horn convergence neuron']
VFB_001011h0	['10880408']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011fo	['8037197']	['neuron', 'larval mushroom body-lateral horn convergence neuron']
VFB_001011h1	['10918898']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011e7	['2650887']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011e8	['3027876']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011e9	['3814853']	['neuron', 'larval lateral horn neuron']
VFB_001011e4	['1678567']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011e5	['2439067']	['larval lateral horn neuron', 'neuron']
VFB_001011e6	['2628785']	['neuron', 'larval mushroom body-lateral horn convergence neuron']
VFB_001011f0	['5103177']	['larval mushroom body second order output neuron', 'neuron']
VFB_001011f1	['5169587']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011f2	['5186443']	['neuron', 'larval mushroom body second order output neuron']
VFB_001011f3	['5326407']	['larval mushroom body second order output neuron', 'neuron']
VFB_00101094	['18981220']	['larval TePn05 neuron', 'neuron']
VFB_00101095	['367872']	['neuron']
VFB_00101096	['722935']	['neuron', 'abdominal 1 dorsal multidendritic neuron ddaA']
VFB_00101097	['754774']	['neuron', 'larval abdominal 6 Wave neuron']
VFB_00101090	['14795007']	['neuron', 'larval TePn19 neuron']
VFB_00101091	['14899172']	['neuron', 'larval A08n neuron']
VFB_00101092	['17693220']	['neuron', 'larval abdominal 2 down and back neuron']
VFB_00101093	['18322843']	['neuron']
VFB_00101098	['3437872']	['larval abdominal 5 Wave neuron', 'neuron']
VFB_00101099	['1115781']	['larval abdominal 5 down and back neuron', 'neuron']
VFB_00101072	['2693651']	['larval abdominal 3 A09o neuron', 'neuron']
VFB_00101073	['3056163']	['larval abdominal 2 Basin-2 neuron', 'neuron']
VFB_00101074	['3281615']	['neuron', 'larval abdominal 2 down and back neuron']
VFB_00101075	['4102844']	['neuron', 'larval abdominal 1 down and back neuron']
VFB_00101070	['2370290']	['larval abdominal 5 A09e neuron', 'neuron']
VFB_00101071	['2583770']	['larval abdominal 2 A10a neuron', 'neuron']
VFB_00101076	['4262125']	['larval metathoracic T10a neuron', 'neuron']
VFB_00101077	['4589092']	['larval abdominal 2 Wave neuron', 'neuron']
VFB_00101078	['4717261']	['neuron', 'larval abdominal 2 Wave neuron']
VFB_00101079	['5114804']	['neuron', 'larval abdominal 2 Basin-2 neuron']
VFB_00101083	['734837']	['neuron', 'larval A09q neuron']
VFB_00101084	['1362085']	['larval A09q neuron', 'neuron']
VFB_00101085	['183502']	['larval abdominal 4 A09e neuron', 'neuron']
VFB_00101086	['5731368']	['neuron']
VFB_00101080	['7124056']	['neuron', 'larval metathoracic down and back neuron']
VFB_00101081	['6660660']	['neuron']
VFB_00101082	['6062423']	['larval metathoracic T10a neuron', 'neuron']
VFB_00101087	['10053642']	['larval metathoracic down and back neuron', 'neuron']
VFB_00101088	['12468812']	['larval abdominal 1 down and back neuron', 'neuron']
VFB_00101089	['12767923']	['neuron', 'larval abdominal 2 A10a neuron']
VFB_00101050	['14493979']	['neuron', 'abdominal 1 ventral bipolar neuron vbp']
VFB_00101051	['14573136']	['neuron']
VFB_00101052	['15351530']	['neuron', 'abdominal 2 dorsal multidendritic neuron ddaD']
VFB_00101053	['15505125']	['metathoracic dorsal multidendritic neuron ddaE', 'neuron']
VFB_00101058	['16042164']	['neuron', 'SN motor neuron of A1-7']
VFB_00101059	['16233066']	['neuron', 'metathoracic dorsal multidendritic neuron ddaE']
VFB_00101054	['15551560']	['neuron']
VFB_00101055	['15625865']	['neuron', 'larval abdominal 2 Saaghi 3 neuron']
VFB_00101056	['15879188']	['neuron']
VFB_00101057	['16009772']	['larval abdominal 1 A08c projection neuron', 'neuron']
VFB_00101061	['18514164']	['larval abdominal 2 Saaghi 3 neuron', 'neuron']
VFB_00101062	['7964684']	['neuron', 'larval TePn19 neuron']
VFB_00101063	['3661586']	['larval SeIN138 neuron', 'neuron']
VFB_00101064	['627858']	['larval abdominal 4 A09e neuron', 'neuron']
VFB_00101060	['16314353']	['neuron', 'SN motor neuron of A1-7']
VFB_00101069	['1716788']	['neuron', 'larval abdominal 3 A09o neuron']
VFB_00101065	['8067524']	['larval SeIN138 neuron', 'neuron']
VFB_00101066	['2558717']	['neuron', 'larval TePn05 neuron']
VFB_00101067	['1370785']	['larval abdominal 5 A09e neuron', 'neuron']
VFB_00101068	['1927577']	['neuron', 'larval A08n neuron']
VFB_00101030	['12990250']	['larval abdominal 1 Jaam2 neuron', 'neuron']
VFB_00101031	['13671419']	['abdominal 1 dorsal bipolar neuron dbp', 'neuron']
VFB_00101036	['13876816']	['abdominal 2 dorsal bipolar neuron dbp', 'neuron']
VFB_00101037	['13877013']	['neuron']
VFB_00101038	['13877402']	['neuron']
VFB_00101039	['13877719']	['abdominal 3 V motor neuron', 'neuron']
VFB_00101032	['13775274']	['neuron', 'larval abdominal 1 Jaam3 neuron']
VFB_00101033	['13873397']	['neuron', 'abdominal 3 DO1 motor neuron']
VFB_00101034	['13874875']	['abdominal 3 ventral motor neuron', 'neuron']
VFB_00101035	['13875538']	['neuron']
VFB_00101040	['13881374']	['abdominal 3 ventral motor neuron', 'neuron']
