filename	label	is_a	part_of	overlaps	comment	dbxrefs
609630	neuron 95840 (T1LEG:609630)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103425, femoral chordotonal neuron, attaches to FeCO lateral tendon"	catmaid_leg40:609630
609645	neuron 95845 (T1LEG:609645)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103435, femoral chordotonal neuron, attaches to FeCO lateral tendon"	catmaid_leg40:609645
609660	muscle 93798 (T1LEG:609660)	tibial depressor muscle cell	female organism|prothoracic leg		"femur muscle 4, tibia flexor muscle fiber, femoral muscle fiber"	catmaid_leg40:609660
609673	neuron 95855 (T1LEG:609673)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103506, femoral chordotonal neuron, attaches to FeCO lateral tendon"	catmaid_leg40:609673
609688	muscle 93808 (T1LEG:609688)	tibial depressor muscle cell	female organism|prothoracic leg		"femur muscle 4, tibia flexor muscle fiber, femoral muscle fiber"	catmaid_leg40:609688
609701	neuron 83569 (T1LEG:609701)	mechanosensory neuron of prothoracic tibial campaniform sensillum TiCSv1	female organism	prothoracic leg	"TiCSv1, tibial campaniform sensillum, sensory neuron"	catmaid_leg40:609701
609716	neuron 95860 (T1LEG:609716)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103377, femoral chordotonal neuron, attaches to FeCO lateral tendon"	catmaid_leg40:609716
609731	neuron 83573 (T1LEG:609731)	mechanosensory neuron of prothoracic tibial campaniform sensillum TiCSv2	female organism	prothoracic leg	"TiCSv2, tibial campaniform sensillum, sensory neuron"	catmaid_leg40:609731
609745	muscle 93814 (T1LEG:609745)	tibial depressor muscle cell	female organism|prothoracic leg		"femur muscle 4, tibia flexor muscle fiber, femoral muscle fiber"	catmaid_leg40:609745
609758	muscle 93820 (T1LEG:609758)	tibial depressor muscle cell	female organism|prothoracic leg		"femur muscle 4, tibia flexor muscle fiber, femoral muscle fiber"	catmaid_leg40:609758
609771	neuron 83581 (T1LEG:609771)	mechanosensory neuron of prothoracic tibial campaniform sensillum TiCSv2	female organism	prothoracic leg	"TiCSv2, tibial campaniform sensillum, sensory neuron"	catmaid_leg40:609771
609784	muscle 93827 (T1LEG:609784)	tibial depressor muscle cell	female organism|prothoracic leg		"femur muscle 4, tibia flexor muscle fiber, femoral muscle fiber"	catmaid_leg40:609784
609797	muscle 93833 (T1LEG:609797)	prothoracic proximal femoral pretarsal depressor muscle cell	female organism|prothoracic leg		"femur muscle 1, long tendon muscle 2 proximal muscle fiber, femoral muscle fiber"	catmaid_leg40:609797
609813	muscle 93839 (T1LEG:609813)	prothoracic proximal femoral pretarsal depressor muscle cell	female organism|prothoracic leg		"femur muscle 1, long tendon muscle 2 proximal muscle fiber, femoral muscle fiber"	catmaid_leg40:609813
609827	muscle 93845 (T1LEG:609827)	prothoracic distal femoral pretarsal depressor muscle cell	female organism|prothoracic leg		"femur muscle 1, long tendon muscle 2 distal muscle fiber, femoral muscle fiber"	catmaid_leg40:609827
609842	muscle 93851 (T1LEG:609842)	prothoracic distal femoral pretarsal depressor muscle cell	female organism|prothoracic leg		"femur muscle 1, long tendon muscle 2 distal muscle fiber, femoral muscle fiber"	catmaid_leg40:609842
609856	muscle 93857 (T1LEG:609856)	prothoracic distal femoral pretarsal depressor muscle cell	female organism|prothoracic leg		"femur muscle 1, long tendon muscle 2 distal muscle fiber, femoral muscle fiber"	catmaid_leg40:609856
609870	muscle 93863 (T1LEG:609870)	prothoracic distal femoral pretarsal depressor muscle cell	female organism|prothoracic leg		"femur muscle 1, long tendon muscle 2 distal muscle fiber, femoral muscle fiber"	catmaid_leg40:609870
609884	muscle 93869 (T1LEG:609884)	prothoracic tibial reductor muscle cell	female organism|prothoracic leg		"femur muscle 6, posterior tibia reductor muscle fiber, femoral muscle fiber"	catmaid_leg40:609884
609897	neuron 95922 (T1LEG:609897)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103471, femoral chordotonal neuron, attaches to FeCO lateral tendon"	catmaid_leg40:609897
609912	muscle 93875 (T1LEG:609912)	muscle cell of prothoracic tibial levator muscle 39	female organism|prothoracic leg		"femur muscle 2, tibia extensor muscle fiber, femoral muscle fiber"	catmaid_leg40:609912
609926	muscle 93887 (T1LEG:609926)	muscle cell of prothoracic tibial levator muscle 39	female organism|prothoracic leg		"femur muscle 2, tibia extensor muscle fiber, femoral muscle fiber"	catmaid_leg40:609926
609939	muscle 93921 (T1LEG:609939)	muscle cell of prothoracic tibial levator muscle 39	female organism|prothoracic leg		"femur muscle 2, tibia extensor muscle fiber, femoral muscle fiber"	catmaid_leg40:609939
609952	muscle 93932 (T1LEG:609952)	muscle cell of prothoracic tibial levator muscle 39	female organism|prothoracic leg		"femur muscle 2, tibia extensor muscle fiber, femoral muscle fiber"	catmaid_leg40:609952
609965	muscle 93938 (T1LEG:609965)	muscle cell of prothoracic tibial levator muscle 39	female organism|prothoracic leg		"femur muscle 3, tibia extensor muscle fiber, femoral muscle fiber"	catmaid_leg40:609965
609978	neuron 112385 (T1LEG:609978)	mechanosensory neuron of prothoracic tibial hair plate TiHP3	female organism	prothoracic leg	"hair plate, sensory neuron, TiHP3"	catmaid_leg40:609978
609992	muscle 93955 (T1LEG:609992)	muscle cell of prothoracic tibial levator muscle 39	female organism|prothoracic leg		"femur muscle 3, tibia extensor muscle fiber, femoral muscle fiber"	catmaid_leg40:609992
610005	muscle 93960 (T1LEG:610005)	muscle cell of prothoracic tibial levator muscle 39	female organism|prothoracic leg		"femur muscle 3, tibia extensor muscle fiber, femoral muscle fiber"	catmaid_leg40:610005
610018	neuron 75534 (T1LEG:610018)	leg muscle motor neuron	female organism	prothoracic leg	"reviewed, tibial motor neuron, main leg nerve"	catmaid_leg40:610018
610036	neuron 100115 (T1LEG:610036)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, femoral bristle"	catmaid_leg40:610036
610048	scolopidium 120598 (T1LEG:610048)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"neuron 103223, femoral scolopidium, dually-innervated scolopidium, attaches to distal branch of FeCO medial tendon"	catmaid_leg40:610048
610062	neuron 100121 (T1LEG:610062)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, femoral bristle"	catmaid_leg40:610062
610074	muscle 93980 (T1LEG:610074)	muscle cell of prothoracic tibial levator muscle 39	female organism|prothoracic leg		"femur muscle 3, tibia extensor muscle fiber, femoral muscle fiber"	catmaid_leg40:610074
610087	neuron 100127 (T1LEG:610087)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, femoral bristle"	catmaid_leg40:610087
610099	muscle 93987 (T1LEG:610099)	muscle cell of prothoracic tibial levator muscle 39	female organism|prothoracic leg		"femur muscle 3, tibia extensor muscle fiber, femoral muscle fiber"	catmaid_leg40:610099
610112	scolopidium 120611 (T1LEG:610112)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"neuron 103218, femoral scolopidium, dually-innervated scolopidium, attaches to distal branch of FeCO medial tendon"	catmaid_leg40:610112
610126	neuron 100138 (T1LEG:610126)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, femoral bristle"	catmaid_leg40:610126
610138	muscle 93997 (T1LEG:610138)	muscle cell of prothoracic tibial levator muscle 39	female organism|prothoracic leg		"femur muscle 3, tibia extensor muscle fiber, femoral muscle fiber"	catmaid_leg40:610138
610151	neuron 100144 (T1LEG:610151)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, femoral bristle"	catmaid_leg40:610151
610163	neuron 100150 (T1LEG:610163)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, femoral bristle"	catmaid_leg40:610163
610175	muscle 94010 (T1LEG:610175)	muscle cell of prothoracic tibial levator muscle 39	female organism|prothoracic leg		"femur muscle 3, tibia extensor muscle fiber, femoral muscle fiber"	catmaid_leg40:610175
610188	neuron 100156 (T1LEG:610188)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, femoral bristle"	catmaid_leg40:610188
610200	neuron 100162 (T1LEG:610200)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, femoral bristle"	catmaid_leg40:610200
610212	neuron 100168 (T1LEG:610212)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, femoral bristle"	catmaid_leg40:610212
610224	muscle 94028 (T1LEG:610224)	muscle cell of prothoracic tibial levator muscle 39	female organism|prothoracic leg		"femur muscle 3, tibia extensor muscle fiber, femoral muscle fiber"	catmaid_leg40:610224
610237	neuron 100174 (T1LEG:610237)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, femoral bristle"	catmaid_leg40:610237
610249	muscle 94034 (T1LEG:610249)	muscle cell of prothoracic tibial levator muscle 39	female organism|prothoracic leg		"femur muscle 3, tibia extensor muscle fiber, femoral muscle fiber"	catmaid_leg40:610249
610262	neuron 100180 (T1LEG:610262)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, femoral bristle"	catmaid_leg40:610262
610274	neuron 100187 (T1LEG:610274)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"leaves volume, sensory neuron, femoral bristle"	catmaid_leg40:610274
610287	muscle 94046 (T1LEG:610287)	muscle cell of prothoracic tibial levator muscle 39	female organism|prothoracic leg		"femur muscle 3, tibia extensor muscle fiber, femoral muscle fiber"	catmaid_leg40:610287
610300	neuron 100194 (T1LEG:610300)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, femoral bristle"	catmaid_leg40:610300
610312	muscle 94053 (T1LEG:610312)	muscle cell of prothoracic tibial levator muscle 39	female organism|prothoracic leg		"femur muscle 3, tibia extensor muscle fiber, femoral muscle fiber"	catmaid_leg40:610312
610325	neuron 100201 (T1LEG:610325)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, femoral bristle, leaves volume"	catmaid_leg40:610325
610338	muscle 94059 (T1LEG:610338)	muscle cell of prothoracic tibial levator muscle 39	female organism|prothoracic leg		"femur muscle 2, tibia extensor muscle fiber, femoral muscle fiber"	catmaid_leg40:610338
610351	neuron 100208 (T1LEG:610351)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"leaves volume, sensory neuron, femoral bristle"	catmaid_leg40:610351
610365	muscle 94065 (T1LEG:610365)	muscle cell of prothoracic tibial levator muscle 39	female organism|prothoracic leg		"femur muscle 3, tibia extensor muscle fiber, femoral muscle fiber"	catmaid_leg40:610365
610378	neuron 100215 (T1LEG:610378)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, femoral bristle"	catmaid_leg40:610378
610390	muscle 94076 (T1LEG:610390)	muscle cell of prothoracic tibial levator muscle 39	female organism|prothoracic leg		"femur muscle 3, tibia extensor muscle fiber, femoral muscle fiber"	catmaid_leg40:610390
610403	neuron 100221 (T1LEG:610403)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, tibial bristle"	catmaid_leg40:610403
610415	muscle 94083 (T1LEG:610415)	muscle cell of prothoracic tibial levator muscle 39	female organism|prothoracic leg		"femur muscle 2, tibia extensor muscle fiber, femoral muscle fiber"	catmaid_leg40:610415
610428	neuron 73606 (T1LEG:610428)	leg muscle motor neuron	female organism	prothoracic leg	"possible LinF-Co1, main leg nerve, coxal motor neuron"	catmaid_leg40:610428
610447	muscle 94089 (T1LEG:610447)	muscle cell of prothoracic tibial levator muscle 39	female organism|prothoracic leg		"femur muscle 2, tibia extensor muscle fiber, femoral muscle fiber"	catmaid_leg40:610447
610460	neuron 100233 (T1LEG:610460)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, tibial bristle"	catmaid_leg40:610460
610472	muscle 94095 (T1LEG:610472)	muscle cell of prothoracic tibial levator muscle 39	female organism|prothoracic leg		"femur muscle 2, tibia extensor muscle fiber, femoral muscle fiber"	catmaid_leg40:610472
610485	neuron 100244 (T1LEG:610485)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"leaves volume, sensory neuron, tibial bristle"	catmaid_leg40:610485
610498	muscle 94101 (T1LEG:610498)	muscle cell of prothoracic tibial levator muscle 39	female organism|prothoracic leg		"femur muscle 2, tibia extensor muscle fiber, femoral muscle fiber"	catmaid_leg40:610498
610511	muscle 94107 (T1LEG:610511)	muscle cell of prothoracic tibial levator muscle 39	female organism|prothoracic leg		"femur muscle 2, tibia extensor muscle fiber, femoral muscle fiber"	catmaid_leg40:610511
610524	neuron 100251 (T1LEG:610524)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, tibial bristle"	catmaid_leg40:610524
610536	muscle 94113 (T1LEG:610536)	muscle cell of prothoracic tibial levator muscle 39	female organism|prothoracic leg		"femur muscle 2, tibia extensor muscle fiber, femoral muscle fiber"	catmaid_leg40:610536
610549	neuron 100257 (T1LEG:610549)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, tibial bristle"	catmaid_leg40:610549
610561	neuron 100263 (T1LEG:610561)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, tibial bristle"	catmaid_leg40:610561
610573	muscle 94120 (T1LEG:610573)	muscle cell of prothoracic tibial levator muscle 39	female organism|prothoracic leg		"femur muscle 2, tibia extensor muscle fiber, femoral muscle fiber"	catmaid_leg40:610573
610586	neuron 100269 (T1LEG:610586)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, tibial bristle"	catmaid_leg40:610586
610598	muscle 94127 (T1LEG:610598)	muscle cell of prothoracic tibial levator muscle 39	female organism|prothoracic leg		"femur muscle 2, tibia extensor muscle fiber, femoral muscle fiber"	catmaid_leg40:610598
610611	neuron 133039 (T1LEG:610611)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103445, neuron 104430, femoral chordotonal neuron, attaches to FeCO lateral tendon"	catmaid_leg40:610611
610628	neuron 100275 (T1LEG:610628)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, tibial bristle"	catmaid_leg40:610628
610640	muscle 94133 (T1LEG:610640)	muscle cell of prothoracic tibial levator muscle 39	female organism|prothoracic leg		"femur muscle 2, tibia extensor muscle fiber, femoral muscle fiber"	catmaid_leg40:610640
610653	neuron 100281 (T1LEG:610653)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, tibial bristle"	catmaid_leg40:610653
610665	neuron 82405 (T1LEG:610665)	mechanosensory neuron of prothoracic femoral campaniform sensillum Sc1	female organism	prothoracic leg	"sensory neuron, femoral campaniform sensillum, FeCS1"	catmaid_leg40:610665
610683	neuron 133054 (T1LEG:610683)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103450, neuron 104457, femoral chordotonal neuron, attaches to FeCO lateral tendon"	catmaid_leg40:610683
610700	neuron 104383 (T1LEG:610700)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103506, femoral chordotonal neuron, attaches to FeCO lateral tendon"	catmaid_leg40:610700
610715	muscle 94144 (T1LEG:610715)	muscle cell of prothoracic tibial levator muscle 39	female organism|prothoracic leg		"femur muscle 2, tibia extensor muscle fiber, femoral muscle fiber"	catmaid_leg40:610715
610728	neuron 100289 (T1LEG:610728)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, tibial bristle"	catmaid_leg40:610728
610740	neuron 100295 (T1LEG:610740)	mechanosensory neuron of prothoracic tibial hair plate TiHP3	female organism	prothoracic leg	"hair plate, TiHP3, sensory neuron"	catmaid_leg40:610740
610753	muscle 94154 (T1LEG:610753)	muscle cell of prothoracic tibial levator muscle 39	female organism|prothoracic leg		"femur muscle 3, tibia extensor muscle fiber, femoral muscle fiber"	catmaid_leg40:610753
610766	neuron 104395 (T1LEG:610766)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103481, femoral chordotonal neuron, attaches to FeCO lateral tendon"	catmaid_leg40:610766
610781	neuron 133067 (T1LEG:610781)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103496, neuron 104478, femoral chordotonal neuron, attaches to FeCO lateral tendon"	catmaid_leg40:610781
610798	neuron 100301 (T1LEG:610798)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, tibial bristle"	catmaid_leg40:610798
610810	muscle 94160 (T1LEG:610810)	muscle cell of prothoracic tibial levator muscle 39	female organism|prothoracic leg		"femur muscle 3, tibia extensor muscle fiber, femoral muscle fiber"	catmaid_leg40:610810
610823	neuron 100307 (T1LEG:610823)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, tibial bristle"	catmaid_leg40:610823
610835	muscle 94166 (T1LEG:610835)	muscle cell of prothoracic tibial levator muscle 39	female organism|prothoracic leg		"femur muscle 3, tibia extensor muscle fiber, femoral muscle fiber"	catmaid_leg40:610835
610848	neuron 100313 (T1LEG:610848)	mechanosensory neuron of prothoracic tibial hair plate TiHP3	female organism	prothoracic leg	"hair plate, TiHP3, sensory neuron"	catmaid_leg40:610848
610861	muscle 94172 (T1LEG:610861)	muscle cell of prothoracic tibial levator muscle 39	female organism|prothoracic leg		"femur muscle 3, tibia extensor muscle fiber, femoral muscle fiber"	catmaid_leg40:610861
610874	neuron 100319 (T1LEG:610874)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, tibial bristle"	catmaid_leg40:610874
610886	neuron 133089 (T1LEG:610886)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, femoral chordotonal neuron, innervates scolopidium 103511, neuron 104603, attaches to FeCO lateral tendon"	catmaid_leg40:610886
610903	muscle 94178 (T1LEG:610903)	muscle cell of prothoracic tibial levator muscle 39	female organism|prothoracic leg		"femur muscle 3, tibia extensor muscle fiber, muscle 94209, femoral muscle fiber"	catmaid_leg40:610903
610918	neuron 100325 (T1LEG:610918)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, tibial bristle"	catmaid_leg40:610918
610930	neuron 100331 (T1LEG:610930)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, tibial bristle"	catmaid_leg40:610930
610942	neuron 133099 (T1LEG:610942)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103367, femoral chordotonal neuron, attaches to FeCO lateral tendon"	catmaid_leg40:610942
610956	neuron 100337 (T1LEG:610956)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, tibial bristle"	catmaid_leg40:610956
610968	neuron 100343 (T1LEG:610968)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, tibial bristle"	catmaid_leg40:610968
610980	muscle 94201 (T1LEG:610980)	muscle cell of prothoracic tibial levator muscle 39	female organism|prothoracic leg		"femur muscle 3, tibia extensor muscle fiber, femoral muscle fiber"	catmaid_leg40:610980
610993	neuron 100349 (T1LEG:610993)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, tibial bristle"	catmaid_leg40:610993
611023	"Figure: Kuan, Phelps et al. 2020 Nat Neuro - Extended Data Figure 3i (T1LEG:611023)"		female organism|prothoracic leg			catmaid_leg40:611023
611038	"Figure: Kuan, Phelps et al. 2020 Nat Neuro - Extended Data Figure 3h (T1LEG:611038)"		female organism|prothoracic leg			catmaid_leg40:611038
611051	"Figure: Kuan, Phelps et al. 2020 Nat Neuro - Extended Data Figure 3j (T1LEG:611051)"		female organism|prothoracic leg			catmaid_leg40:611051
611065	"Figure: Kuan, Phelps et al. 2020 Nat Neuro - Extended Data Figure 3k (T1LEG:611065)"		female organism|prothoracic leg			catmaid_leg40:611065
611078	fast tibia flexor motor neuron (R81A07-Gal4) (T1LEG:611078)	fast tibial depressor motor neuron	female organism	prothoracic leg	"labeled by R81A07-Gal4, femoral motor neuron"	catmaid_leg40:611078
